text,label
"I wanted to loop you in on where we landed with the client proposal discussion. No rush on this, whenever you get a chance is fine. Let me know your thoughts whenever works.",legitimate
Your recent invoice from HDFC Bank could not be processed — a small discrepancy needs your attention. Just head over to the tracking page and pop in your details — shouldn't take more than a minute. Thanks in advance for the quick turnaround.,phishing
"Our records show your subscription with Amazon is about to lapse unless you update billing. To avoid any interruption, complete the check at the tracking page at your earliest convenience. I'll follow up once I hear back from you.",phishing
"I need this handled quietly before the board call — can you wire $210.00 to the vendor on file? Could you go through this page today, ideally before end of day? Thanks in advance for the quick turnaround.",phishing
"We noticed unusual activity on your LinkedIn account and need you to confirm a few details. To avoid any interruption, complete the check at the tracking page at your earliest convenience. Let me know once it's done.",phishing
I wanted to loop you in on where we landed with the vendor contract discussion. Happy to hop on a call if it's easier to talk it through. Talk soon.,legitimate
We noticed unusual activity on your DHL account and need you to confirm a few details. Please take a moment to review the tracking page so we can keep your account in good standing. Thanks in advance for the quick turnaround.,phishing
"As part of a routine security review, PayPal is asking account holders to re-confirm login details. Could you go through the attached document today, ideally before end of day? Thanks in advance for the quick turnaround.",phishing
"I need this handled quietly before the board call — can you wire ₹38,500 to the vendor on file? Just head over to the attached document and pop in your details — shouldn't take more than a minute. Thanks in advance for the quick turnaround.",phishing
Your recent invoice from IRCTC could not be processed — a small discrepancy needs your attention. Please take a moment to review this page so we can keep your account in good standing. Thanks in advance for the quick turnaround.,phishing
Quick heads up — I moved our team offsite call to next week. Let's sync before Friday so we're aligned going into the review. See you at the meeting.,legitimate
Your package from your bank is on hold pending an address confirmation. I've attached the details — the secure link below has the rest of the steps. Thanks in advance for the quick turnaround.,phishing
I wanted to loop you in on where we landed with the hiring discussion. Let me know if the numbers in row 28 look right to you. Have a good rest of your day.,legitimate
"Our records show your subscription with Microsoft is about to lapse unless you update billing. Nothing complicated, just swing by the tracking page to keep things moving. Let me know once it's done.",phishing
I wanted to loop you in on where we landed with the budget discussion. Let me know if the numbers in row 15 look right to you. Appreciate you being flexible on timing.,legitimate
"Our records show your subscription with your HR department is about to lapse unless you update billing. Nothing complicated, just swing by the tracking page to keep things moving. I'll follow up once I hear back from you.",phishing
I wanted to loop you in on where we landed with the onboarding discussion. Let me know if the numbers in row 36 look right to you. See you at the meeting.,legitimate
"As part of a routine security review, DHL is asking account holders to re-confirm login details. Please take a moment to review this form so we can keep your account in good standing. Reach out if anything looks off, but otherwise this should be routine.",phishing
"Congratulations! You've been selected to receive a refund of ₹38,500 from the IT helpdesk. Please take a moment to review this form so we can keep your account in good standing. Let me know once it's done.",phishing
We noticed unusual activity on your DHL account and need you to confirm a few details. I've attached the details — the portal has the rest of the steps. Appreciate you handling this discreetly.,phishing
Your recent invoice from PayPal could not be processed — a small discrepancy needs your attention. I've attached the details — the tracking page has the rest of the steps. Let me know once it's done.,phishing
"Your recent invoice from your HR department could not be processed — a small discrepancy needs your attention. Could you go through the tracking page today, ideally before end of day? Appreciate you handling this discreetly.",phishing
Quick heads up — I moved our vendor contract call to next week. Let me know if the numbers in row 34 look right to you. Let me know your thoughts whenever works.,legitimate
Attached is the updated team offsite spreadsheet for this quarter. Happy to hop on a call if it's easier to talk it through. Let me know your thoughts whenever works.,legitimate
I wanted to loop you in on where we landed with the budget discussion. Let me know if the numbers in row 22 look right to you. Appreciate you being flexible on timing.,legitimate
I wanted to loop you in on where we landed with the client proposal discussion. Let me know if the numbers in row 26 look right to you. Thanks again for the help this week.,legitimate
"Hey David, just following up on the notes from yesterday's sync. No rush on this, whenever you get a chance is fine. Appreciate you being flexible on timing.",legitimate
Sharing the draft agenda for next week's roadmap meeting. Let me know if the numbers in row 37 look right to you. Let me know your thoughts whenever works.,legitimate
"Your package from ICICI Bank is on hold pending an address confirmation. To avoid any interruption, complete the check at the secure link below at your earliest convenience. Reach out if anything looks off, but otherwise this should be routine.",phishing
I need this handled quietly before the board call — can you wire $210.00 to the vendor on file? I've attached the details — this page has the rest of the steps. Thanks in advance for the quick turnaround.,phishing
"Congratulations! You've been selected to receive a refund of $56.30 from your bank. Could you go through this form today, ideally before end of day? This should only take a minute of your time.",phishing
I wanted to loop you in on where we landed with the budget discussion. Let me know if the numbers in row 3 look right to you. See you at the meeting.,legitimate
Your package from your HR department is on hold pending an address confirmation. Please take a moment to review the attached document so we can keep your account in good standing. I'll follow up once I hear back from you.,phishing
Your recent invoice from HDFC Bank could not be processed — a small discrepancy needs your attention. I've attached the details — the secure link below has the rest of the steps. This should only take a minute of your time.,phishing
"This is Neha from finance — I'm in back-to-back meetings and need you to handle a payment today. To avoid any interruption, complete the check at the secure link below at your earliest convenience. Appreciate you handling this discreetly.",phishing
Your recent invoice from Netflix could not be processed — a small discrepancy needs your attention. Just head over to the tracking page and pop in your details — shouldn't take more than a minute. This should only take a minute of your time.,phishing
This is David from finance — I'm in back-to-back meetings and need you to handle a payment today. I've attached the details — the tracking page has the rest of the steps. Let me know once it's done.,phishing
Thanks for sending that over — I've gone through it and left a few comments. Let me know if the numbers in row 20 look right to you. Have a good rest of your day.,legitimate
Your package from IRCTC is on hold pending an address confirmation. I've attached the details — the portal has the rest of the steps. Let me know once it's done.,phishing
"We noticed unusual activity on your ICICI Bank account and need you to confirm a few details. Nothing complicated, just swing by the secure link below to keep things moving. Appreciate you handling this discreetly.",phishing
"Attached is the updated roadmap spreadsheet for this quarter. No rush on this, whenever you get a chance is fine. Talk soon.",legitimate
"Hey Neha, just following up on the notes from yesterday's sync. Feel free to push back if you see it differently. Talk soon.",legitimate
Our records show your subscription with Google Workspace is about to lapse unless you update billing. Just head over to the tracking page and pop in your details — shouldn't take more than a minute. This should only take a minute of your time.,phishing
"Your recent invoice from Apple could not be processed — a small discrepancy needs your attention. To avoid any interruption, complete the check at the portal at your earliest convenience. Thanks in advance for the quick turnaround.",phishing
We noticed unusual activity on your Amazon account and need you to confirm a few details. Please take a moment to review this form so we can keep your account in good standing. I'll follow up once I hear back from you.,phishing
We noticed unusual activity on your PayPal account and need you to confirm a few details. Please take a moment to review this page so we can keep your account in good standing. Appreciate you handling this discreetly.,phishing
"Congratulations! You've been selected to receive a refund of ₹1,25,000 from the IT helpdesk. Nothing complicated, just swing by this form to keep things moving. Appreciate you handling this discreetly.",phishing
"Your recent invoice from HDFC Bank could not be processed — a small discrepancy needs your attention. Nothing complicated, just swing by the attached document to keep things moving. Appreciate you handling this discreetly.",phishing
"I need this handled quietly before the board call — can you wire $4,820 to the vendor on file? To avoid any interruption, complete the check at this page at your earliest convenience. I'll follow up once I hear back from you.",phishing
"I need this handled quietly before the board call — can you wire ₹1,25,000 to the vendor on file? Just head over to this page and pop in your details — shouldn't take more than a minute. Reach out if anything looks off, but otherwise this should be routine.",phishing
Reminder: the marketing review is scheduled for Thursday at 3pm. Let me know if the numbers in row 20 look right to you. See you at the meeting.,legitimate
"This is James from finance — I'm in back-to-back meetings and need you to handle a payment today. Could you go through the tracking page today, ideally before end of day? Reach out if anything looks off, but otherwise this should be routine.",phishing
"Hey Neha, just following up on the notes from yesterday's sync. Let's sync before Friday so we're aligned going into the review. Thanks again for the help this week.",legitimate
Sharing the draft agenda for next week's quarterly report meeting. Feel free to push back if you see it differently. Let me know your thoughts whenever works.,legitimate
We noticed unusual activity on your DHL account and need you to confirm a few details. Just head over to the attached document and pop in your details — shouldn't take more than a minute. Appreciate you handling this discreetly.,phishing
"We noticed unusual activity on your your HR department account and need you to confirm a few details. To avoid any interruption, complete the check at this page at your earliest convenience. I'll follow up once I hear back from you.",phishing
"This is Ananya from finance — I'm in back-to-back meetings and need you to handle a payment today. Could you go through this page today, ideally before end of day? This should only take a minute of your time.",phishing
Your recent invoice from ICICI Bank could not be processed — a small discrepancy needs your attention. Just head over to this form and pop in your details — shouldn't take more than a minute. This should only take a minute of your time.,phishing
"Congratulations! You've been selected to receive a refund of $4,820 from Apple. I've attached the details — this form has the rest of the steps. Reach out if anything looks off, but otherwise this should be routine.",phishing
"Our records show your subscription with Microsoft is about to lapse unless you update billing. To avoid any interruption, complete the check at the tracking page at your earliest convenience. Let me know once it's done.",phishing
"I need this handled quietly before the board call — can you wire ₹38,500 to the vendor on file? Could you go through the tracking page today, ideally before end of day? Appreciate you handling this discreetly.",phishing
"Congratulations! You've been selected to receive a refund of $210.00 from Amazon. To avoid any interruption, complete the check at the secure link below at your earliest convenience. This should only take a minute of your time.",phishing
"Your package from Apple is on hold pending an address confirmation. Could you go through the attached document today, ideally before end of day? I'll follow up once I hear back from you.",phishing
"As part of a routine security review, DHL is asking account holders to re-confirm login details. I've attached the details — the secure link below has the rest of the steps. This should only take a minute of your time.",phishing
"I need this handled quietly before the board call — can you wire ₹1,25,000 to the vendor on file? Please take a moment to review this form so we can keep your account in good standing. Appreciate you handling this discreetly.",phishing
I need this handled quietly before the board call — can you wire $56.30 to the vendor on file? Just head over to the portal and pop in your details — shouldn't take more than a minute. This should only take a minute of your time.,phishing
"Congratulations! You've been selected to receive a refund of ₹1,25,000 from Netflix. Could you go through the secure link below today, ideally before end of day? I'll follow up once I hear back from you.",phishing
"Our records show your subscription with Netflix is about to lapse unless you update billing. Please take a moment to review the portal so we can keep your account in good standing. Reach out if anything looks off, but otherwise this should be routine.",phishing
"Congratulations! You've been selected to receive a refund of $210.00 from the payroll team. Could you go through this page today, ideally before end of day? Thanks in advance for the quick turnaround.",phishing
I wanted to loop you in on where we landed with the product launch discussion. Let me know if the numbers in row 33 look right to you. Thanks again for the help this week.,legitimate
Sharing the draft agenda for next week's team offsite meeting. Let me know if the numbers in row 18 look right to you. Have a good rest of your day.,legitimate
"Hey Priya, just following up on the notes from yesterday's sync. Let's sync before Friday so we're aligned going into the review. Appreciate you being flexible on timing.",legitimate
"This is David from finance — I'm in back-to-back meetings and need you to handle a payment today. I've attached the details — the attached document has the rest of the steps. Reach out if anything looks off, but otherwise this should be routine.",phishing
Sharing the draft agenda for next week's vendor contract meeting. Let me know if the numbers in row 38 look right to you. Thanks again for the help this week.,legitimate
"I need this handled quietly before the board call — can you wire ₹38,500 to the vendor on file? To avoid any interruption, complete the check at the tracking page at your earliest convenience. Appreciate you handling this discreetly.",phishing
I wanted to loop you in on where we landed with the marketing discussion. Let me know if the numbers in row 3 look right to you. See you at the meeting.,legitimate
Thanks for sending that over — I've gone through it and left a few comments. Let me know if the numbers in row 32 look right to you. See you at the meeting.,legitimate
"As part of a routine security review, the payroll team is asking account holders to re-confirm login details. Could you go through the tracking page today, ideally before end of day? Reach out if anything looks off, but otherwise this should be routine.",phishing
"Our records show your subscription with your bank is about to lapse unless you update billing. To avoid any interruption, complete the check at the secure link below at your earliest convenience. This should only take a minute of your time.",phishing
"I wanted to loop you in on where we landed with the vendor contract discussion. I think we're close, just need your sign-off on the last section. Have a good rest of your day.",legitimate
Sharing the draft agenda for next week's roadmap meeting. Happy to hop on a call if it's easier to talk it through. See you at the meeting.,legitimate
"I need this handled quietly before the board call — can you wire $4,820 to the vendor on file? Please take a moment to review this form so we can keep your account in good standing. Thanks in advance for the quick turnaround.",phishing
"We noticed unusual activity on your ICICI Bank account and need you to confirm a few details. Could you go through this form today, ideally before end of day? Appreciate you handling this discreetly.",phishing
"This is Emma from finance — I'm in back-to-back meetings and need you to handle a payment today. To avoid any interruption, complete the check at the portal at your earliest convenience. This should only take a minute of your time.",phishing
This is Sarah from finance — I'm in back-to-back meetings and need you to handle a payment today. I've attached the details — this page has the rest of the steps. Let me know once it's done.,phishing
"I need this handled quietly before the board call — can you wire ₹1,25,000 to the vendor on file? Nothing complicated, just swing by the tracking page to keep things moving. Appreciate you handling this discreetly.",phishing
"Quick heads up — I moved our onboarding call to next week. No rush on this, whenever you get a chance is fine. Thanks again for the help this week.",legitimate
Attached is the updated roadmap spreadsheet for this quarter. Happy to hop on a call if it's easier to talk it through. See you at the meeting.,legitimate
"Our records show your subscription with your HR department is about to lapse unless you update billing. To avoid any interruption, complete the check at the secure link below at your earliest convenience. Thanks in advance for the quick turnaround.",phishing
"Quick heads up — I moved our team offsite call to next week. I think we're close, just need your sign-off on the last section. Talk soon.",legitimate
I wanted to loop you in on where we landed with the budget discussion. Let me know if the numbers in row 32 look right to you. Let me know your thoughts whenever works.,legitimate
"Hey Sarah, just following up on the notes from yesterday's sync. Let me know if the numbers in row 17 look right to you. Thanks again for the help this week.",legitimate
"Here's the summary from today's stand-up in case you missed it. I think we're close, just need your sign-off on the last section. Talk soon.",legitimate
Reminder: the marketing review is scheduled for Thursday at 3pm. Let me know if the numbers in row 18 look right to you. Let me know your thoughts whenever works.,legitimate
I wanted to loop you in on where we landed with the marketing discussion. Let me know if the numbers in row 30 look right to you. Thanks again for the help this week.,legitimate
Your package from ICICI Bank is on hold pending an address confirmation. Please take a moment to review the secure link below so we can keep your account in good standing. Thanks in advance for the quick turnaround.,phishing
"Your package from the payroll team is on hold pending an address confirmation. Could you go through the portal today, ideally before end of day? This should only take a minute of your time.",phishing
"Congratulations! You've been selected to receive a refund of $210.00 from Google Workspace. Nothing complicated, just swing by the portal to keep things moving. Thanks in advance for the quick turnaround.",phishing
Your recent invoice from HDFC Bank could not be processed — a small discrepancy needs your attention. Just head over to the secure link below and pop in your details — shouldn't take more than a minute. I'll follow up once I hear back from you.,phishing
"As part of a routine security review, IRCTC is asking account holders to re-confirm login details. Could you go through the attached document today, ideally before end of day? This should only take a minute of your time.",phishing
Here's the summary from today's stand-up in case you missed it. Let me know if the numbers in row 32 look right to you. Talk soon.,legitimate
Reminder: the onboarding review is scheduled for Thursday at 3pm. Happy to hop on a call if it's easier to talk it through. See you at the meeting.,legitimate
"Hey Sarah, just following up on the notes from yesterday's sync. I think we're close, just need your sign-off on the last section. Talk soon.",legitimate
This is Chris from finance — I'm in back-to-back meetings and need you to handle a payment today. I've attached the details — this form has the rest of the steps. Thanks in advance for the quick turnaround.,phishing
"Congratulations! You've been selected to receive a refund of ₹38,500 from PayPal. I've attached the details — this page has the rest of the steps. Reach out if anything looks off, but otherwise this should be routine.",phishing
"Hey Chris, just following up on the notes from yesterday's sync. Let me know if the numbers in row 9 look right to you. Let me know your thoughts whenever works.",legitimate
"Your package from Netflix is on hold pending an address confirmation. Could you go through the tracking page today, ideally before end of day? Let me know once it's done.",phishing
"Congratulations! You've been selected to receive a refund of $9,999 from ICICI Bank. Please take a moment to review the attached document so we can keep your account in good standing. Appreciate you handling this discreetly.",phishing
"Hey Ananya, just following up on the notes from yesterday's sync. Let me know if the numbers in row 29 look right to you. Have a good rest of your day.",legitimate
"Your package from IRCTC is on hold pending an address confirmation. Just head over to the portal and pop in your details — shouldn't take more than a minute. Reach out if anything looks off, but otherwise this should be routine.",phishing
"As part of a routine security review, FedEx is asking account holders to re-confirm login details. To avoid any interruption, complete the check at the secure link below at your earliest convenience. Reach out if anything looks off, but otherwise this should be routine.",phishing
"I wanted to loop you in on where we landed with the budget discussion. No rush on this, whenever you get a chance is fine. Appreciate you being flexible on timing.",legitimate
"I need this handled quietly before the board call — can you wire $9,999 to the vendor on file? I've attached the details — this page has the rest of the steps. I'll follow up once I hear back from you.",phishing
"As part of a routine security review, DHL is asking account holders to re-confirm login details. I've attached the details — the portal has the rest of the steps. Appreciate you handling this discreetly.",phishing
I need this handled quietly before the board call — can you wire $210.00 to the vendor on file? Just head over to the portal and pop in your details — shouldn't take more than a minute. This should only take a minute of your time.,phishing
"This is Rahul from finance — I'm in back-to-back meetings and need you to handle a payment today. To avoid any interruption, complete the check at this page at your earliest convenience. This should only take a minute of your time.",phishing
"Congratulations! You've been selected to receive a refund of $4,820 from DHL. Please take a moment to review the attached document so we can keep your account in good standing. Appreciate you handling this discreetly.",phishing
"Congratulations! You've been selected to receive a refund of ₹38,500 from Netflix. Nothing complicated, just swing by this page to keep things moving. Let me know once it's done.",phishing
"Congratulations! You've been selected to receive a refund of $9,999 from Netflix. I've attached the details — this form has the rest of the steps. Thanks in advance for the quick turnaround.",phishing
"As part of a routine security review, Netflix is asking account holders to re-confirm login details. Please take a moment to review the attached document so we can keep your account in good standing. Appreciate you handling this discreetly.",phishing
Reminder: the roadmap review is scheduled for Thursday at 3pm. Let me know if the numbers in row 13 look right to you. Talk soon.,legitimate
Our records show your subscription with the IT helpdesk is about to lapse unless you update billing. Please take a moment to review the attached document so we can keep your account in good standing. This should only take a minute of your time.,phishing
"Our records show your subscription with ICICI Bank is about to lapse unless you update billing. To avoid any interruption, complete the check at the secure link below at your earliest convenience. Reach out if anything looks off, but otherwise this should be routine.",phishing
"Our records show your subscription with HDFC Bank is about to lapse unless you update billing. Please take a moment to review the attached document so we can keep your account in good standing. Reach out if anything looks off, but otherwise this should be routine.",phishing
"This is Sarah from finance — I'm in back-to-back meetings and need you to handle a payment today. Nothing complicated, just swing by this form to keep things moving. This should only take a minute of your time.",phishing
"Your recent invoice from your bank could not be processed — a small discrepancy needs your attention. Nothing complicated, just swing by the secure link below to keep things moving. Reach out if anything looks off, but otherwise this should be routine.",phishing
"Your package from the payroll team is on hold pending an address confirmation. To avoid any interruption, complete the check at the attached document at your earliest convenience. Let me know once it's done.",phishing
"We noticed unusual activity on your Netflix account and need you to confirm a few details. Could you go through the attached document today, ideally before end of day? Let me know once it's done.",phishing
Thanks for sending that over — I've gone through it and left a few comments. Let me know if the numbers in row 13 look right to you. Thanks again for the help this week.,legitimate
"This is Emma from finance — I'm in back-to-back meetings and need you to handle a payment today. To avoid any interruption, complete the check at the tracking page at your earliest convenience. Appreciate you handling this discreetly.",phishing
Attached is the updated product launch spreadsheet for this quarter. Let me know if the numbers in row 5 look right to you. Have a good rest of your day.,legitimate
Here's the summary from today's stand-up in case you missed it. Happy to hop on a call if it's easier to talk it through. Have a good rest of your day.,legitimate
"Our records show your subscription with the IT helpdesk is about to lapse unless you update billing. To avoid any interruption, complete the check at the secure link below at your earliest convenience. I'll follow up once I hear back from you.",phishing
"Our records show your subscription with LinkedIn is about to lapse unless you update billing. Could you go through the portal today, ideally before end of day? This should only take a minute of your time.",phishing
Reminder: the vendor contract review is scheduled for Thursday at 3pm. Let me know if the numbers in row 4 look right to you. Talk soon.,legitimate
Your package from the IT helpdesk is on hold pending an address confirmation. Just head over to this page and pop in your details — shouldn't take more than a minute. Thanks in advance for the quick turnaround.,phishing
"Your recent invoice from your HR department could not be processed — a small discrepancy needs your attention. To avoid any interruption, complete the check at the tracking page at your earliest convenience. Thanks in advance for the quick turnaround.",phishing
"Congratulations! You've been selected to receive a refund of $9,999 from Netflix. Nothing complicated, just swing by the portal to keep things moving. Appreciate you handling this discreetly.",phishing
"I wanted to loop you in on where we landed with the hiring discussion. I think we're close, just need your sign-off on the last section. Let me know your thoughts whenever works.",legitimate
Congratulations! You've been selected to receive a refund of $56.30 from your bank. Please take a moment to review the secure link below so we can keep your account in good standing. Thanks in advance for the quick turnaround.,phishing
Your package from ICICI Bank is on hold pending an address confirmation. Please take a moment to review this form so we can keep your account in good standing. This should only take a minute of your time.,phishing
Sharing the draft agenda for next week's budget meeting. Let me know if the numbers in row 5 look right to you. Talk soon.,legitimate
"As part of a routine security review, PayPal is asking account holders to re-confirm login details. Just head over to this page and pop in your details — shouldn't take more than a minute. Thanks in advance for the quick turnaround.",phishing
Reminder: the vendor contract review is scheduled for Thursday at 3pm. Let me know if the numbers in row 7 look right to you. Talk soon.,legitimate
"Congratulations! You've been selected to receive a refund of ₹38,500 from IRCTC. Just head over to this form and pop in your details — shouldn't take more than a minute. This should only take a minute of your time.",phishing
"Hey Rahul, just following up on the notes from yesterday's sync. Let me know if the numbers in row 7 look right to you. Talk soon.",legitimate
"Your package from ICICI Bank is on hold pending an address confirmation. Nothing complicated, just swing by this form to keep things moving. Let me know once it's done.",phishing
Reminder: the team offsite review is scheduled for Thursday at 3pm. Let me know if the numbers in row 10 look right to you. Thanks again for the help this week.,legitimate
"Our records show your subscription with IRCTC is about to lapse unless you update billing. Could you go through the attached document today, ideally before end of day? Thanks in advance for the quick turnaround.",phishing
"I need this handled quietly before the board call — can you wire $210.00 to the vendor on file? Nothing complicated, just swing by the attached document to keep things moving. Let me know once it's done.",phishing
"Your recent invoice from your HR department could not be processed — a small discrepancy needs your attention. Could you go through the attached document today, ideally before end of day? Thanks in advance for the quick turnaround.",phishing
Sharing the draft agenda for next week's onboarding meeting. Let's sync before Friday so we're aligned going into the review. Appreciate you being flexible on timing.,legitimate
Quick heads up — I moved our client proposal call to next week. Feel free to push back if you see it differently. Have a good rest of your day.,legitimate
Sharing the draft agenda for next week's quarterly report meeting. Let me know if the numbers in row 28 look right to you. Appreciate you being flexible on timing.,legitimate
Our records show your subscription with ICICI Bank is about to lapse unless you update billing. Please take a moment to review the secure link below so we can keep your account in good standing. Appreciate you handling this discreetly.,phishing
"Our records show your subscription with the payroll team is about to lapse unless you update billing. To avoid any interruption, complete the check at this page at your earliest convenience. Reach out if anything looks off, but otherwise this should be routine.",phishing
"Our records show your subscription with PayPal is about to lapse unless you update billing. Nothing complicated, just swing by the portal to keep things moving. I'll follow up once I hear back from you.",phishing
Congratulations! You've been selected to receive a refund of $210.00 from your HR department. Please take a moment to review this form so we can keep your account in good standing. Let me know once it's done.,phishing
Reminder: the team offsite review is scheduled for Thursday at 3pm. Let me know if the numbers in row 24 look right to you. Have a good rest of your day.,legitimate
"Your recent invoice from your bank could not be processed — a small discrepancy needs your attention. To avoid any interruption, complete the check at this form at your earliest convenience. Let me know once it's done.",phishing
Attached is the updated hiring spreadsheet for this quarter. Let me know if the numbers in row 2 look right to you. Thanks again for the help this week.,legitimate
I wanted to loop you in on where we landed with the onboarding discussion. Happy to hop on a call if it's easier to talk it through. Talk soon.,legitimate
"Congratulations! You've been selected to receive a refund of ₹38,500 from ICICI Bank. To avoid any interruption, complete the check at the attached document at your earliest convenience. I'll follow up once I hear back from you.",phishing
Your recent invoice from Netflix could not be processed — a small discrepancy needs your attention. Please take a moment to review this page so we can keep your account in good standing. Appreciate you handling this discreetly.,phishing
Quick heads up — I moved our budget call to next week. Let's sync before Friday so we're aligned going into the review. Let me know your thoughts whenever works.,legitimate
"Reminder: the roadmap review is scheduled for Thursday at 3pm. I think we're close, just need your sign-off on the last section. Thanks again for the help this week.",legitimate
"Your package from PayPal is on hold pending an address confirmation. Could you go through the portal today, ideally before end of day? Reach out if anything looks off, but otherwise this should be routine.",phishing
"Quick heads up — I moved our marketing call to next week. I think we're close, just need your sign-off on the last section. Have a good rest of your day.",legitimate
Quick heads up — I moved our product launch call to next week. Let me know if the numbers in row 40 look right to you. Let me know your thoughts whenever works.,legitimate
Attached is the updated onboarding spreadsheet for this quarter. Let me know if the numbers in row 30 look right to you. Appreciate you being flexible on timing.,legitimate
We noticed unusual activity on your Google Workspace account and need you to confirm a few details. I've attached the details — the secure link below has the rest of the steps. Appreciate you handling this discreetly.,phishing
"Hey Priya, just following up on the notes from yesterday's sync. Let me know if the numbers in row 37 look right to you. Have a good rest of your day.",legitimate
Reminder: the quarterly report review is scheduled for Thursday at 3pm. Let me know if the numbers in row 7 look right to you. Thanks again for the help this week.,legitimate
"I need this handled quietly before the board call — can you wire $9,999 to the vendor on file? To avoid any interruption, complete the check at this page at your earliest convenience. This should only take a minute of your time.",phishing
"Congratulations! You've been selected to receive a refund of $56.30 from Netflix. Nothing complicated, just swing by the tracking page to keep things moving. Appreciate you handling this discreetly.",phishing
Here's the summary from today's stand-up in case you missed it. Let me know if the numbers in row 18 look right to you. See you at the meeting.,legitimate
Here's the summary from today's stand-up in case you missed it. Let me know if the numbers in row 15 look right to you. Have a good rest of your day.,legitimate
Your recent invoice from the IT helpdesk could not be processed — a small discrepancy needs your attention. Just head over to the attached document and pop in your details — shouldn't take more than a minute. I'll follow up once I hear back from you.,phishing
"Hey Vikram, just following up on the notes from yesterday's sync. Feel free to push back if you see it differently. Thanks again for the help this week.",legitimate
Reminder: the hiring review is scheduled for Thursday at 3pm. Let's sync before Friday so we're aligned going into the review. Talk soon.,legitimate
"Sharing the draft agenda for next week's vendor contract meeting. No rush on this, whenever you get a chance is fine. Have a good rest of your day.",legitimate
Our records show your subscription with FedEx is about to lapse unless you update billing. Just head over to this page and pop in your details — shouldn't take more than a minute. Thanks in advance for the quick turnaround.,phishing
Sharing the draft agenda for next week's quarterly report meeting. Let me know if the numbers in row 23 look right to you. Thanks again for the help this week.,legitimate
Thanks for sending that over — I've gone through it and left a few comments. Let me know if the numbers in row 8 look right to you. See you at the meeting.,legitimate
Quick heads up — I moved our team offsite call to next week. Let me know if the numbers in row 24 look right to you. Thanks again for the help this week.,legitimate
"As part of a routine security review, the IT helpdesk is asking account holders to re-confirm login details. I've attached the details — the portal has the rest of the steps. Appreciate you handling this discreetly.",phishing
Attached is the updated budget spreadsheet for this quarter. Let me know if the numbers in row 10 look right to you. Thanks again for the help this week.,legitimate
Quick heads up — I moved our onboarding call to next week. Feel free to push back if you see it differently. Let me know your thoughts whenever works.,legitimate
"Hey Chris, just following up on the notes from yesterday's sync. Let me know if the numbers in row 13 look right to you. Thanks again for the help this week.",legitimate
"Our records show your subscription with the IT helpdesk is about to lapse unless you update billing. Could you go through the portal today, ideally before end of day? Let me know once it's done.",phishing
"As part of a routine security review, DHL is asking account holders to re-confirm login details. I've attached the details — this page has the rest of the steps. Appreciate you handling this discreetly.",phishing
"I need this handled quietly before the board call — can you wire ₹1,25,000 to the vendor on file? Please take a moment to review this form so we can keep your account in good standing. Let me know once it's done.",phishing
"Your recent invoice from LinkedIn could not be processed — a small discrepancy needs your attention. Nothing complicated, just swing by the portal to keep things moving. I'll follow up once I hear back from you.",phishing
"Hey Rahul, just following up on the notes from yesterday's sync. Feel free to push back if you see it differently. Talk soon.",legitimate
Our records show your subscription with HDFC Bank is about to lapse unless you update billing. I've attached the details — the secure link below has the rest of the steps. I'll follow up once I hear back from you.,phishing
"Congratulations! You've been selected to receive a refund of $210.00 from Microsoft. Nothing complicated, just swing by this form to keep things moving. I'll follow up once I hear back from you.",phishing
I need this handled quietly before the board call — can you wire $56.30 to the vendor on file? I've attached the details — this form has the rest of the steps. I'll follow up once I hear back from you.,phishing
"This is Vikram from finance — I'm in back-to-back meetings and need you to handle a payment today. Nothing complicated, just swing by this form to keep things moving. Thanks in advance for the quick turnaround.",phishing
Reminder: the client proposal review is scheduled for Thursday at 3pm. Let me know if the numbers in row 12 look right to you. Appreciate you being flexible on timing.,legitimate
"As part of a routine security review, Microsoft is asking account holders to re-confirm login details. To avoid any interruption, complete the check at the tracking page at your earliest convenience. Let me know once it's done.",phishing
"As part of a routine security review, your bank is asking account holders to re-confirm login details. Please take a moment to review the portal so we can keep your account in good standing. Reach out if anything looks off, but otherwise this should be routine.",phishing
Here's the summary from today's stand-up in case you missed it. Let me know if the numbers in row 7 look right to you. Talk soon.,legitimate
"Your recent invoice from the IT helpdesk could not be processed — a small discrepancy needs your attention. Nothing complicated, just swing by this page to keep things moving. Thanks in advance for the quick turnaround.",phishing
"As part of a routine security review, FedEx is asking account holders to re-confirm login details. Please take a moment to review the tracking page so we can keep your account in good standing. Let me know once it's done.",phishing
"This is James from finance — I'm in back-to-back meetings and need you to handle a payment today. Nothing complicated, just swing by the portal to keep things moving. Let me know once it's done.",phishing
"Hey Vikram, just following up on the notes from yesterday's sync. Let me know if the numbers in row 16 look right to you. Have a good rest of your day.",legitimate
Attached is the updated budget spreadsheet for this quarter. Let's sync before Friday so we're aligned going into the review. See you at the meeting.,legitimate
"I need this handled quietly before the board call — can you wire $56.30 to the vendor on file? Could you go through the portal today, ideally before end of day? Let me know once it's done.",phishing
"Your recent invoice from your bank could not be processed — a small discrepancy needs your attention. Could you go through the secure link below today, ideally before end of day? Let me know once it's done.",phishing
"Quick heads up — I moved our vendor contract call to next week. I think we're close, just need your sign-off on the last section. Appreciate you being flexible on timing.",legitimate
